Age,Total_income,Account_length,Years_employed,Family_status_Married,Gender,Num_children,Housing_type_Municipal apartment,Own_property,Num_family
0.4704678448584426,-0.981594945638742,1.2313473290577719,0.5682503182433857,1.0,-0.7205845926200293,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
-0.4507462382920622,-0.8567547002060235,1.1102002393617385,-0.27761331835271275,1.0,-0.7205845926200293,2.1182535677988064,0.0,0.7205845926200294,1.9790491925494809
1.874625707179732,-0.6486876244848263,-0.7675796509267765,-0.9030695697258317,1.0,-0.7205845926200293,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
0.48339964030848803,1.2239160570059493,0.6861854254256223,-0.6938390295952959,1.0,-0.7205845926200293,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
-0.4046620217791733,0.18358067839996287,-0.22241774729462693,-0.7863833069607251,1.0,-0.7205845926200293,0.7758384887739269,0.0,0.7205845926200294,0.8890641682777558
-0.08677497726169421,0.39164775412116015,0.14102352179347274,-0.39742909774370333,1.0,1.3877621173719834,-0.5665765902509526,0.0,-1.3877621173719834,-0.20092085599396944
-0.7413589505876274,-0.8151412850617841,-1.3733150994069425,0.6558767837681393,1.0,-0.7205845926200293,2.1182535677988064,0.0,0.7205845926200294,1.9790491925494809
0.1347114102645373,-0.2741668881866712,0.20159706664148935,-0.9030695697258317,0.0,-0.7205845926200293,-0.5665765902509526,0.0,-1.3877621173719834,-1.2909058802656945
-0.062322127683426404,-0.024486397321234407,0.019876432097439514,-0.3214265511150898,1.0,1.3877621173719834,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
0.4707029684120798,-1.202146045903211,-1.1915944648628929,-0.9030695697258317,1.0,-0.7205845926200293,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
0.9075625310699762,0.18358067839996287,1.4130679636018217,0.523542937873613,0.0,-0.7205845926200293,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
1.100834092159745,-0.440620548763629,-0.22241774729462693,0.13369458104919543,1.0,-0.7205845926200293,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
-0.19469668838116352,0.8077819055635548,0.7467589702736389,2.7222519044590308,1.0,-0.7205845926200293,-0.5665765902509526,0.0,-1.3877621173719834,-0.20092085599396944
0.42062165148735886,1.2239160570059493,0.7467589702736389,-0.01875758601172912,0.0,-0.7205845926200293,-0.5665765902509526,0.0,-1.3877621173719834,-1.2909058802656945
0.7483838852575995,-0.440620548763629,-0.0406971127505771,2.9735073821371527,1.0,-0.7205845926200293,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
-0.9073561794554822,0.39164775412116015,0.8679060599696721,-0.615154040144496,1.0,1.3877621173719834,-0.5665765902509526,0.0,-1.3877621173719834,-0.20092085599396944
0.0902730586271087,-0.024486397321234407,0.8679060599696721,-0.52395098419016,1.0,1.3877621173719834,-0.5665765902509526,0.0,0.7205845926200294,-0.20092085599396944
0.463884385356601,2.0561843598907386,0.5650383357295891,0.2561928032623724,1.0,-0.7205845926200293,0.7758384887739269,0.0,-1.3877621173719834,0.8890641682777558
0.6599774290900167,0.5997148298423575,-1.1310209200148762,0.9898409151303412,0.0,-0.7205845926200293,-0.5665765902509526,0.0,-1.3877621173719834,-0.20092085599396944
-1.4723580788456463,-0.440620548763629,-0.8281531957747931,-0.6701441179993164,1.0,-0.7205845926200293,-0.5665765902509526,0.0,-1.3877621173719834,-0.20092085599396944
-0.21374169622577624,-1.064821775927221,0.14102352179347274,-0.6665675275697346,0.0,-0.7205845926200293,-0.5665765902509526,0.0,-1.3877621173719834,-1.2909058802656945
